user_id,site,campaign_type,device_os,hour_of_day,day_of_week,historical_open_rate,historical_push_count,days_since_last_open,segment,target_opened
4627,app,promotional,Android,13,Thursday,0.3237,17,1,new,1
6450,email,promotional,iOS,7,Friday,0.4054,10,14,active,0
2663,app,transactional,iOS,12,Wednesday,0.1331,14,37,inactive,0
6592,email,promotional,iOS,23,Thursday,0.4054,8,9,active,0
8392,app,newsletter,Android,18,Tuesday,0.0742,13,14,inactive,0
2306,email,reminder,Android,19,Thursday,0.1084,12,14,inactive,0
7776,web,transactional,iOS,18,Sunday,0.4188,10,8,inactive,0
6864,email,promotional,Android,7,Monday,0.2361,6,14,active,1
8526,email,reminder,iOS,9,Saturday,0.3727,11,4,new,0
9901,app,transactional,iOS,0,Thursday,0.5407,10,7,active,1
6575,email,transactional,iOS,10,Tuesday,0.4052,11,8,active,0
6530,app,transactional,Windows,7,Sunday,0.1425,6,29,inactive,1
5413,app,reminder,iOS,12,Wednesday,0.2626,9,6,active,1
4748,app,transactional,iOS,16,Tuesday,0.7163,11,15,active,1
1663,web,newsletter,iOS,19,Tuesday,0.1246,12,3,active,0
2998,app,newsletter,iOS,17,Tuesday,0.4638,9,4,active,0
8994,web,promotional,Android,21,Friday,0.2598,13,15,inactive,0
2495,web,transactional,iOS,6,Thursday,0.6744,3,21,active,1
4304,web,newsletter,iOS,1,Saturday,0.261,5,9,inactive,0
4763,email,transactional,Android,16,Tuesday,0.2398,9,6,active,0
6232,app,newsletter,iOS,9,Monday,0.3097,6,36,churned,1
2853,app,reminder,Android,9,Monday,0.4937,7,2,active,0
7585,app,newsletter,Android,10,Wednesday,0.2478,9,19,active,0
2291,app,newsletter,iOS,9,Sunday,0.2075,8,17,inactive,0
4581,app,newsletter,Android,13,Thursday,0.5007,12,17,active,1
8554,app,newsletter,iOS,12,Tuesday,0.2241,16,41,inactive,0
8280,app,transactional,Android,13,Saturday,0.363,10,19,active,1
2636,email,promotional,Android,16,Friday,0.1275,13,5,inactive,0
4696,web,transactional,iOS,11,Monday,0.1629,10,6,inactive,0
1698,app,newsletter,Android,9,Friday,0.3767,17,7,new,0
5737,web,transactional,Windows,8,Tuesday,0.1424,8,0,inactive,0
1854,app,newsletter,macOS,10,Monday,0.1018,10,36,inactive,1
9164,app,transactional,Android,17,Tuesday,0.313,12,1,active,0
6855,web,newsletter,Android,17,Wednesday,0.6981,10,18,active,1
8392,web,promotional,iOS,16,Wednesday,0.1715,13,19,inactive,0
7528,app,newsletter,iOS,9,Tuesday,0.3326,11,27,inactive,0
6249,email,transactional,Android,14,Tuesday,0.3828,12,12,active,1
6172,email,promotional,iOS,14,Friday,0.165,12,19,inactive,0
2707,web,promotional,Windows,13,Sunday,0.1163,13,5,inactive,0
6791,web,newsletter,iOS,14,Friday,0.1604,5,20,active,0
6535,web,transactional,iOS,13,Tuesday,0.2054,10,6,active,1
5931,app,promotional,iOS,14,Tuesday,0.3929,7,34,churned,0
4510,app,reminder,Windows,17,Tuesday,0.1164,9,2,active,0
1202,app,newsletter,Android,7,Monday,0.5431,9,5,active,1
5218,web,reminder,Android,17,Thursday,0.2343,9,10,inactive,0
9958,web,transactional,iOS,8,Thursday,0.247,14,22,inactive,0
5389,app,transactional,Windows,6,Friday,0.2628,5,20,active,0
3327,email,reminder,iOS,22,Thursday,0.2709,9,3,active,1
9004,email,transactional,Windows,21,Tuesday,0.3726,11,2,active,1
3931,web,newsletter,Android,6,Tuesday,0.2701,11,5,inactive,0
8777,web,promotional,iOS,12,Thursday,0.4669,11,9,active,0
1197,email,transactional,Android,8,Tuesday,0.3195,14,11,inactive,0
8125,app,promotional,Android,13,Tuesday,0.2152,9,8,inactive,0
2930,web,promotional,iOS,18,Wednesday,0.2776,10,16,active,0
7287,app,promotional,Windows,21,Tuesday,0.1781,6,8,active,0
9800,web,promotional,Android,15,Monday,0.2924,12,43,churned,0
5282,app,reminder,iOS,10,Friday,0.1202,8,4,active,0
3511,email,promotional,iOS,15,Saturday,0.299,11,14,active,1
1659,email,newsletter,Android,10,Tuesday,0.1944,11,14,active,1
3811,app,newsletter,Android,20,Monday,0.3454,7,4,active,0
8098,web,transactional,Android,19,Friday,0.1733,9,7,active,1
7546,email,promotional,Android,14,Tuesday,0.398,18,6,new,1
2986,web,newsletter,Android,10,Wednesday,0.6001,10,2,new,1
9338,email,newsletter,macOS,10,Monday,0.31,11,9,inactive,0
3911,web,newsletter,Android,5,Tuesday,0.3279,7,7,new,0
2734,app,newsletter,Windows,18,Friday,0.1423,4,2,active,1
2843,app,reminder,iOS,12,Friday,0.2623,12,8,inactive,0
9680,app,transactional,iOS,10,Tuesday,0.1916,4,8,active,0
3976,web,promotional,iOS,12,Tuesday,0.3632,11,2,active,0
2959,app,newsletter,Android,18,Monday,0.2534,9,2,inactive,0
6759,web,promotional,Windows,7,Monday,0.5601,9,15,active,0
7694,web,reminder,iOS,19,Sunday,0.5461,13,18,active,1
3385,web,promotional,iOS,20,Thursday,0.3106,15,42,churned,1
5736,email,promotional,Windows,21,Thursday,0.0234,4,1,inactive,0
2802,email,newsletter,iOS,11,Friday,0.3229,8,1,active,0
9155,app,transactional,Android,8,Friday,0.2468,12,0,inactive,1
9120,email,transactional,Android,11,Friday,0.1738,9,11,active,1
7616,web,transactional,Windows,10,Monday,0.4773,11,14,inactive,0
6534,web,reminder,iOS,8,Tuesday,0.073,11,7,inactive,0
5061,email,promotional,iOS,15,Thursday,0.2702,13,23,inactive,0
1262,app,reminder,Android,12,Wednesday,0.2513,13,17,active,1
7287,app,promotional,macOS,19,Sunday,0.0579,7,63,churned,0
9815,email,newsletter,Android,5,Thursday,0.332,13,2,new,0
3049,app,newsletter,iOS,15,Sunday,0.24,11,0,inactive,0
6423,email,promotional,Android,17,Tuesday,0.3789,11,4,active,0
5548,email,transactional,macOS,17,Saturday,0.0711,11,0,active,0
4108,app,promotional,Windows,19,Tuesday,0.323,7,40,churned,0
8158,email,newsletter,macOS,17,Sunday,0.4071,12,5,active,1
8400,app,transactional,iOS,20,Monday,0.4323,11,12,inactive,1
4170,web,newsletter,iOS,10,Wednesday,0.0535,7,5,active,0
3255,web,promotional,Android,13,Friday,0.1401,15,4,active,0
2154,email,promotional,Windows,1,Wednesday,0.1896,11,2,active,0
5499,app,promotional,iOS,0,Wednesday,0.4089,4,5,new,0
7295,web,promotional,iOS,9,Sunday,0.2964,13,14,inactive,0
7197,web,transactional,Android,7,Wednesday,0.2064,7,53,inactive,0
2648,web,reminder,iOS,9,Thursday,0.5793,6,12,active,1
6539,web,newsletter,iOS,8,Monday,0.0914,9,11,active,0
5199,app,transactional,Android,4,Friday,0.2011,11,0,inactive,0
9445,app,reminder,Android,20,Thursday,0.3572,9,27,active,1
3557,app,newsletter,Android,0,Wednesday,0.335,14,0,active,0
6592,email,reminder,iOS,17,Monday,0.3576,14,35,inactive,1
1098,app,transactional,Android,8,Thursday,0.2329,11,11,active,0
3200,app,promotional,Android,20,Monday,0.3056,13,2,active,0
3961,email,promotional,Android,19,Monday,0.0586,7,9,inactive,0
5973,app,newsletter,Android,16,Thursday,0.1568,8,79,inactive,0
5433,email,promotional,iOS,16,Tuesday,0.1795,6,5,active,0
3869,web,promotional,iOS,0,Tuesday,0.3157,7,4,new,1
1956,email,transactional,iOS,22,Thursday,0.1208,2,1,active,1
9352,app,transactional,iOS,19,Monday,0.376,12,13,inactive,0
6699,app,newsletter,Android,19,Tuesday,0.2153,13,1,inactive,1
7944,web,promotional,Windows,16,Monday,0.3372,14,21,active,0
5493,email,transactional,Android,10,Thursday,0.1553,7,37,churned,1
5911,web,newsletter,Android,19,Thursday,0.2377,13,40,churned,0
4987,app,reminder,iOS,9,Friday,0.23,6,1,inactive,1
7015,web,newsletter,Android,14,Tuesday,0.216,4,12,active,1
2218,web,reminder,iOS,7,Monday,0.5462,5,1,active,1
5496,web,newsletter,iOS,20,Monday,0.3544,12,12,inactive,0
5735,web,transactional,iOS,8,Wednesday,0.2651,7,25,inactive,1
5555,email,promotional,Android,9,Sunday,0.2712,13,11,active,1
9050,web,newsletter,macOS,14,Tuesday,0.2087,12,30,active,1
4446,app,newsletter,iOS,17,Tuesday,0.3832,11,24,inactive,0
2045,web,newsletter,iOS,15,Monday,0.1071,9,4,inactive,0
7893,app,transactional,Android,9,Thursday,0.518,14,14,active,0
2693,app,transactional,iOS,0,Thursday,0.1662,8,0,inactive,1
4436,app,promotional,Windows,17,Thursday,0.1453,7,7,active,0
9754,app,transactional,Android,22,Saturday,0.4464,12,4,active,1
6895,app,promotional,macOS,18,Wednesday,0.0636,12,41,churned,0
4354,app,newsletter,Android,12,Monday,0.5812,18,7,active,1
1225,email,promotional,Android,20,Tuesday,0.2068,14,15,inactive,0
5893,email,promotional,Android,12,Thursday,0.4671,8,19,inactive,1
8022,app,transactional,Android,13,Thursday,0.3558,11,22,active,1
6600,email,newsletter,Android,12,Thursday,0.2894,14,19,active,1
8996,web,transactional,iOS,12,Thursday,0.5026,12,5,active,1
8683,app,promotional,Android,17,Thursday,0.2038,8,17,inactive,1
5642,app,transactional,Android,13,Saturday,0.4034,14,11,inactive,0
8679,web,promotional,Windows,10,Thursday,0.3316,8,13,active,0
9208,web,reminder,Android,9,Friday,0.2675,12,0,active,0
8339,web,reminder,Android,5,Tuesday,0.1975,8,4,active,0
3205,app,transactional,iOS,14,Thursday,0.0392,9,40,churned,0
2069,app,promotional,Android,9,Saturday,0.2458,18,5,active,0
4444,app,newsletter,Android,8,Wednesday,0.4124,14,8,inactive,1
2060,app,promotional,Windows,16,Friday,0.2297,12,3,active,0
3327,app,transactional,Windows,16,Friday,0.3059,8,2,active,0
4420,app,promotional,iOS,17,Monday,0.1216,11,3,active,1
1301,email,reminder,Windows,13,Thursday,0.0491,4,12,active,0
1606,email,promotional,iOS,19,Monday,0.212,12,37,churned,1
4170,app,transactional,iOS,20,Sunday,0.408,10,5,active,0
1699,email,newsletter,Android,18,Friday,0.2895,7,5,active,1
6088,app,transactional,iOS,15,Monday,0.1429,19,12,active,1
1190,web,promotional,Android,10,Monday,0.0688,7,6,active,0
1980,app,reminder,iOS,22,Thursday,0.4781,12,36,inactive,0
3975,web,transactional,iOS,9,Tuesday,0.259,13,7,inactive,1
7102,email,newsletter,Android,8,Monday,0.2924,9,10,active,0
2184,web,promotional,Android,12,Thursday,0.3856,15,11,inactive,0
4327,app,transactional,Windows,6,Wednesday,0.0182,4,22,active,0
4394,web,transactional,Android,22,Monday,0.1946,9,12,active,0
9319,app,promotional,Android,14,Friday,0.1105,9,4,active,1
2816,email,promotional,iOS,14,Saturday,0.1085,12,1,inactive,0
6854,web,newsletter,iOS,16,Friday,0.1977,10,41,inactive,0
7709,app,promotional,iOS,13,Friday,0.2566,8,24,active,0
1569,web,promotional,Android,5,Tuesday,0.3968,10,0,new,0
6442,web,transactional,Android,15,Tuesday,0.4084,11,25,active,0
2895,app,newsletter,Android,17,Tuesday,0.151,9,13,active,1
3733,web,promotional,Android,12,Friday,0.328,12,10,inactive,0
4863,app,transactional,Android,17,Sunday,0.1938,9,0,active,1
8455,web,promotional,iOS,9,Friday,0.419,14,22,inactive,1
5014,email,promotional,iOS,9,Saturday,0.3956,10,3,active,0
2686,email,promotional,Windows,8,Thursday,0.1112,7,19,inactive,1
4009,web,newsletter,Android,11,Wednesday,0.2922,6,0,active,1
8806,web,promotional,Windows,19,Wednesday,0.1138,16,23,inactive,0
1154,app,promotional,iOS,18,Monday,0.2748,12,0,active,0
2409,web,transactional,macOS,11,Monday,0.778,10,4,active,0
1784,app,newsletter,iOS,14,Thursday,0.1658,8,4,active,0
9096,web,promotional,iOS,17,Wednesday,0.2767,10,2,active,0
8560,app,transactional,macOS,9,Thursday,0.2734,8,9,active,0
8343,app,promotional,iOS,8,Thursday,0.1926,11,5,active,0
8206,web,transactional,Android,22,Tuesday,0.3788,11,75,inactive,0
6596,app,transactional,iOS,15,Wednesday,0.7091,9,13,active,1
6801,web,transactional,Android,22,Wednesday,0.218,14,12,inactive,0
3806,app,promotional,Windows,10,Wednesday,0.1925,6,3,active,0
1537,app,promotional,iOS,16,Friday,0.5289,13,7,new,0
6986,web,promotional,Android,9,Wednesday,0.2596,10,1,active,0
2841,app,transactional,iOS,9,Thursday,0.3048,11,21,active,0
9716,app,promotional,Android,13,Saturday,0.0975,8,6,active,0
7971,web,newsletter,iOS,10,Saturday,0.1884,12,20,active,1
6625,app,reminder,iOS,8,Saturday,0.0657,9,6,active,1
3950,email,reminder,iOS,9,Tuesday,0.1885,6,67,churned,1
8992,app,reminder,iOS,5,Monday,0.1794,9,2,active,1
5780,app,newsletter,Windows,16,Tuesday,0.2741,10,0,inactive,1
3368,web,newsletter,iOS,13,Tuesday,0.4327,4,13,inactive,0
7655,app,promotional,iOS,7,Saturday,0.3444,11,45,inactive,0
9173,app,newsletter,Android,8,Thursday,0.0539,13,15,active,0
5495,app,transactional,iOS,7,Monday,0.1392,6,1,inactive,0
7002,app,transactional,Android,15,Monday,0.1826,12,11,active,0
7614,email,newsletter,macOS,7,Monday,0.2468,8,36,inactive,1
6919,app,promotional,Android,17,Thursday,0.0489,10,0,active,0
1853,web,promotional,Windows,2,Friday,0.4583,10,2,active,0
5146,email,reminder,Android,9,Saturday,0.1587,10,25,inactive,0
4769,app,promotional,iOS,19,Sunday,0.1513,8,33,inactive,0
1574,email,transactional,Android,17,Tuesday,0.296,11,18,active,1
2148,app,reminder,Android,7,Tuesday,0.0683,13,71,inactive,0
7293,email,newsletter,Android,18,Tuesday,0.0868,10,1,inactive,0
7457,app,transactional,Windows,13,Wednesday,0.2769,15,11,inactive,0
8509,web,promotional,Android,19,Saturday,0.2685,15,17,inactive,1
5777,web,promotional,Windows,15,Thursday,0.4288,7,18,inactive,1
4854,app,reminder,Android,16,Friday,0.0667,9,23,inactive,1
3491,web,transactional,Android,23,Wednesday,0.5197,6,37,inactive,1
4124,web,transactional,Android,9,Monday,0.2561,12,6,inactive,1
6691,app,promotional,iOS,15,Monday,0.1909,4,0,active,1
4051,app,promotional,macOS,12,Thursday,0.2284,10,6,active,0
1004,web,reminder,Android,5,Friday,0.5739,5,16,active,1
6222,web,transactional,iOS,1,Tuesday,0.2511,12,3,active,1
6315,email,newsletter,iOS,7,Friday,0.3476,13,24,inactive,0
5869,web,promotional,Android,16,Friday,0.0969,8,3,active,0
1876,email,newsletter,iOS,14,Wednesday,0.1821,18,0,active,0
8027,web,reminder,iOS,14,Friday,0.412,10,10,active,1
5142,app,transactional,Android,5,Wednesday,0.1462,6,19,inactive,0
7966,app,promotional,iOS,12,Thursday,0.425,9,6,active,0
8079,web,transactional,Android,20,Friday,0.2072,6,20,inactive,1
8987,web,newsletter,iOS,11,Sunday,0.6051,9,8,active,1
7799,app,transactional,iOS,15,Tuesday,0.5699,9,2,new,0
5465,app,reminder,Android,17,Wednesday,0.3697,7,1,new,0
1635,email,newsletter,Android,18,Monday,0.1009,15,18,active,1
2693,web,reminder,iOS,13,Tuesday,0.0486,18,7,inactive,1
5752,app,newsletter,iOS,19,Thursday,0.0861,6,36,churned,0
9311,web,promotional,Android,11,Saturday,0.1475,13,11,active,1
1830,app,promotional,iOS,19,Wednesday,0.4485,12,6,active,0
6177,app,promotional,iOS,9,Tuesday,0.1305,7,6,active,1
9932,app,reminder,iOS,9,Tuesday,0.3228,15,2,active,0
9308,app,newsletter,Windows,6,Wednesday,0.2068,8,13,active,1
6949,web,newsletter,Android,18,Tuesday,0.3305,11,13,inactive,1
3838,app,promotional,Android,12,Tuesday,0.2422,6,24,active,0
2150,email,promotional,Android,9,Friday,0.1914,13,3,active,1
8560,email,newsletter,Android,9,Monday,0.0555,4,5,inactive,1
2931,app,transactional,Android,20,Thursday,0.2236,9,1,active,0
2664,web,promotional,Android,18,Friday,0.3024,9,5,active,1
2081,web,newsletter,iOS,14,Tuesday,0.2218,10,8,inactive,1
1512,email,promotional,Android,15,Thursday,0.1012,17,49,churned,0
8805,app,promotional,Android,12,Thursday,0.1719,12,15,active,0
6237,web,transactional,Android,11,Thursday,0.552,12,22,active,0
1559,web,promotional,iOS,20,Wednesday,0.287,5,5,active,0
4672,app,reminder,iOS,7,Tuesday,0.2339,13,2,active,0
8404,app,promotional,Android,12,Friday,0.1093,6,4,active,1
4343,web,promotional,Android,10,Friday,0.3903,12,4,new,1
5070,web,promotional,Windows,13,Tuesday,0.4059,13,13,active,0
1580,app,newsletter,iOS,12,Monday,0.4709,8,6,new,0
8004,web,transactional,Android,13,Monday,0.251,8,29,active,0
9130,app,transactional,Android,8,Monday,0.6391,13,67,inactive,0
4147,web,promotional,Windows,13,Thursday,0.3976,21,6,new,1
5249,app,promotional,Android,9,Monday,0.1864,17,18,inactive,0
2679,email,transactional,Android,8,Tuesday,0.1404,6,16,active,0
4506,app,newsletter,Android,6,Friday,0.2079,13,3,active,1
8253,app,reminder,Android,17,Tuesday,0.2351,7,37,churned,1
3744,app,promotional,macOS,12,Friday,0.1585,15,3,inactive,0
6188,app,transactional,iOS,15,Friday,0.4637,12,20,active,1
3141,web,reminder,iOS,17,Tuesday,0.1425,7,6,active,0
7617,app,transactional,macOS,16,Friday,0.2946,10,6,active,1
3479,email,newsletter,Android,12,Friday,0.4261,10,9,active,0
7484,app,promotional,Android,11,Wednesday,0.2187,12,29,inactive,1
8421,app,reminder,Android,11,Tuesday,0.2731,12,2,active,0
5452,app,newsletter,iOS,15,Wednesday,0.497,11,0,active,1
6881,app,reminder,Android,13,Saturday,0.0619,6,7,active,0
7665,app,newsletter,Android,19,Thursday,0.1509,12,0,inactive,0
3849,app,transactional,iOS,19,Tuesday,0.4504,16,17,inactive,0
8390,web,reminder,iOS,8,Thursday,0.0343,12,21,active,0
7905,app,promotional,Windows,8,Wednesday,0.4192,11,28,inactive,0
3489,web,promotional,iOS,15,Thursday,0.6988,9,20,active,0
5611,web,newsletter,Windows,10,Friday,0.0513,7,37,churned,0
3839,app,newsletter,iOS,2,Wednesday,0.1378,9,20,active,1
9527,web,reminder,Android,19,Friday,0.4825,9,41,inactive,0
6878,email,promotional,macOS,9,Friday,0.1731,11,3,inactive,0
7303,web,newsletter,Android,20,Thursday,0.2033,11,10,active,0
1851,web,newsletter,Android,17,Monday,0.3721,7,76,inactive,0
2687,app,promotional,Android,17,Friday,0.2449,16,17,active,0
7833,web,transactional,iOS,8,Sunday,0.1509,9,31,inactive,0
3427,web,promotional,iOS,9,Monday,0.2149,16,0,inactive,1
5000,web,promotional,macOS,13,Wednesday,0.0847,9,30,active,1
6052,email,reminder,Android,8,Tuesday,0.0482,10,17,active,1
3738,app,newsletter,Android,10,Friday,0.2852,6,2,inactive,1
