historical_avg_session_minutes,historical_sessions_last_7d,days_since_last_session,hour_of_day,day_of_week,push_received_last_24h,segment,device_os,site,entry_point,session_minutes
103.1413534258391,7,44,17,Tuesday,0,new,Android,web,deep_link,39.18811456164845
31.903040874514186,23,79,14,Sunday,6,power_user,iOS,mobile_app,deep_link,45.703487533476405
11.704815294242593,17,64,21,Thursday,4,regular,Android,mobile_app,organic,20.652328931894377
37.3591475825296,22,68,0,Monday,8,regular,Android,tablet_app,search,31.048525206464827
38.76328214316862,3,7,7,Sunday,7,power_user,iOS,tablet_app,push_notification,30.63095559200333
81.12039919359293,24,17,4,Wednesday,1,casual,Android,tablet_app,push_notification,62.60290869894528
69.058697519247,6,24,13,Friday,1,regular,iOS,web,push_notification,28.79580046195751
95.14829404723756,13,26,15,Friday,3,regular,Android,tablet_app,organic,51.03169462450384
81.39605713764956,13,17,21,Monday,9,regular,Android,mobile_app,organic,56.65972716685053
51.73448906560811,24,87,9,Tuesday,0,casual,Android,mobile_app,search,33.51586664025195
98.61234423659398,8,14,5,Friday,1,regular,iOS,tablet_app,deep_link,47.72185097523029
24.20188578938595,7,63,22,Wednesday,0,casual,Android,web,organic,4.323303024604718
7.611888410393955,10,52,16,Monday,4,regular,iOS,web,push_notification,10.289120239986708
15.355503989198802,10,54,18,Monday,9,power_user,iOS,tablet_app,deep_link,28.536689741276486
88.07132531859179,5,19,10,Saturday,6,casual,iOS,mobile_app,organic,40.78964411584057
58.11588147890955,5,27,10,Tuesday,4,regular,iOS,mobile_app,search,33.209967333368525
23.546254588864205,6,54,9,Monday,1,power_user,iOS,web,organic,19.565350994731634
62.62014913688681,14,26,17,Thursday,3,power_user,iOS,mobile_app,deep_link,58.25774064839207
22.515891812014367,10,62,5,Monday,5,power_user,Android,web,search,15.614329520250763
85.07684313393965,11,3,23,Friday,2,regular,Android,mobile_app,organic,54.48288719657675
56.30797169101353,21,6,4,Thursday,7,casual,iOS,mobile_app,organic,53.44776621938153
48.81744100109549,7,65,11,Friday,9,power_user,Android,tablet_app,deep_link,26.230101639229428
39.6738902520058,27,55,7,Thursday,2,regular,iOS,tablet_app,organic,47.267045937227586
77.48249820867217,22,3,15,Saturday,2,new,Android,web,push_notification,61.347707728699746
46.6084502136399,5,80,16,Friday,1,casual,Android,web,organic,4.108536932276127
15.079740721351614,9,0,22,Wednesday,7,casual,Android,mobile_app,push_notification,20.135648823044626
18.57067874385926,5,85,18,Monday,4,power_user,Android,tablet_app,deep_link,1.9174861382406432
115.61823142319417,8,65,5,Tuesday,2,new,iOS,web,push_notification,39.08462990298073
109.48677943137481,10,88,4,Monday,2,regular,iOS,mobile_app,organic,39.36850944731219
85.4663203882362,3,85,21,Monday,0,regular,Android,mobile_app,search,13.602765792497145
35.575045567844754,0,28,11,Tuesday,4,new,Android,web,deep_link,1.0
116.45528339498824,13,68,2,Tuesday,6,regular,iOS,mobile_app,deep_link,44.03726480831217
94.55635395606637,21,18,19,Monday,2,power_user,Android,web,deep_link,79.48170934699004
87.44237175328449,9,42,15,Wednesday,0,regular,iOS,mobile_app,organic,39.984238959620114
56.6765727465357,25,21,0,Thursday,4,regular,iOS,tablet_app,deep_link,57.085527822015266
36.307779612193286,11,43,18,Tuesday,6,casual,Android,mobile_app,push_notification,26.453812698993197
16.08496064765242,27,78,14,Tuesday,3,new,Android,web,deep_link,13.931290721121467
108.7992756025418,7,39,14,Monday,2,new,Android,tablet_app,deep_link,40.89847852358723
57.41427333086527,16,8,20,Monday,1,casual,Android,web,search,54.60589605653954
28.271786951451485,22,29,11,Tuesday,7,regular,Android,tablet_app,search,46.85642034730569
40.18501177732504,1,70,11,Thursday,8,new,iOS,tablet_app,push_notification,1.0
71.61025042831804,27,46,14,Friday,7,power_user,Android,mobile_app,organic,66.64079129392223
25.328870038011647,10,50,4,Saturday,5,regular,iOS,web,deep_link,10.002268220574608
103.51064267062318,14,38,3,Friday,7,casual,iOS,tablet_app,organic,50.55227444094043
92.22974593104917,18,26,20,Friday,3,power_user,Android,tablet_app,deep_link,68.60039506980708
87.73823993435774,19,53,5,Sunday,0,new,iOS,mobile_app,search,39.45733488343151
54.69069957413693,0,56,12,Tuesday,3,power_user,Android,tablet_app,organic,19.207869280034174
77.14051668078096,26,80,6,Saturday,7,casual,iOS,tablet_app,search,46.79609475432679
72.17126642496459,18,55,5,Sunday,6,casual,iOS,tablet_app,search,42.75196033438968
79.7323591788043,29,89,14,Thursday,9,casual,iOS,web,search,44.92286068394078
14.711096931087246,14,74,19,Saturday,9,power_user,iOS,mobile_app,push_notification,18.414341689836174
52.817851249620105,18,7,10,Monday,2,casual,Android,web,organic,45.70861612714687
9.785629994117635,13,35,3,Sunday,0,power_user,Android,web,push_notification,27.034568627242344
61.80894421311968,26,34,5,Thursday,2,casual,Android,mobile_app,push_notification,62.187484368608274
42.93403941827031,24,0,3,Tuesday,8,casual,iOS,web,push_notification,55.81872543456548
21.620281719595393,27,16,21,Monday,8,regular,Android,web,organic,43.686958534020754
16.89134128809344,15,68,7,Saturday,0,regular,iOS,tablet_app,push_notification,15.738352642377818
72.57912580043688,23,31,8,Thursday,1,casual,Android,mobile_app,organic,56.88713707252266
24.6181913817419,10,13,1,Wednesday,5,new,iOS,mobile_app,search,16.38420042559544
111.38881361333168,13,25,10,Wednesday,6,casual,iOS,web,search,52.295240410491274
71.82203106554542,22,24,21,Sunday,9,regular,Android,tablet_app,search,69.24005855512874
44.89002752150626,2,15,9,Wednesday,7,new,Android,mobile_app,push_notification,8.041533397486846
72.95528152036293,21,9,15,Monday,2,new,iOS,mobile_app,deep_link,56.35558753701687
7.622445168415212,0,68,4,Tuesday,0,power_user,Android,web,deep_link,1.0
115.23430952276621,17,74,3,Tuesday,6,new,Android,web,push_notification,48.297371279740446
60.46489524843353,14,44,17,Friday,5,casual,Android,web,search,40.66681875812639
95.01455113378292,14,55,1,Saturday,9,power_user,iOS,web,organic,61.83319537814782
14.513949991080436,14,82,10,Saturday,5,casual,Android,tablet_app,search,1.0
60.96570804638844,14,75,7,Friday,5,casual,Android,mobile_app,push_notification,28.8632484566312
61.431304350769906,12,2,0,Saturday,3,new,iOS,mobile_app,deep_link,34.73257421510942
112.85004232212303,13,85,12,Wednesday,0,power_user,Android,tablet_app,push_notification,54.876027980127915
70.74872602324866,17,6,23,Friday,8,regular,Android,tablet_app,search,52.780614173228415
59.45128112154969,22,2,1,Monday,8,power_user,Android,web,deep_link,68.13074692560448
35.702201255567765,16,36,19,Thursday,1,power_user,Android,mobile_app,push_notification,42.91212051918995
43.1304346943935,19,67,12,Thursday,7,casual,Android,mobile_app,push_notification,28.708564066371324
64.87732628422684,25,7,17,Monday,3,new,Android,web,organic,49.2901727115811
55.47481793508037,29,26,2,Thursday,4,casual,Android,tablet_app,push_notification,60.927720330035136
7.485389186237999,3,23,20,Saturday,8,new,iOS,mobile_app,push_notification,1.0
100.02357128235116,21,35,0,Wednesday,8,regular,Android,mobile_app,search,73.36802458346072
108.05848876157317,6,88,21,Thursday,1,new,iOS,mobile_app,search,19.439555574918987
21.12864523484024,5,29,15,Wednesday,3,power_user,iOS,tablet_app,deep_link,17.79515788096116
68.71415650699068,23,18,8,Tuesday,8,regular,iOS,web,search,63.52678311361291
17.48621023057601,2,11,0,Monday,9,casual,iOS,mobile_app,deep_link,4.37142658737614
82.30761069957835,25,17,14,Wednesday,0,power_user,Android,tablet_app,push_notification,86.03329741628042
37.34188514148596,23,11,2,Saturday,8,power_user,iOS,tablet_app,deep_link,62.739139990493335
80.8336029895687,29,51,14,Sunday,4,casual,Android,mobile_app,push_notification,60.650896391907686
88.6043806429915,20,37,18,Friday,5,new,Android,web,search,53.00485684238615
93.39446157053055,26,44,6,Friday,0,casual,iOS,tablet_app,organic,58.63552115181089
17.390208784928106,3,74,5,Friday,6,regular,Android,tablet_app,push_notification,1.0
110.34136219082491,26,52,5,Thursday,6,power_user,Android,mobile_app,organic,85.57412698381734
31.474608952911293,4,13,5,Wednesday,6,casual,Android,mobile_app,deep_link,10.941325395124876
9.302443960260675,9,33,2,Friday,7,regular,Android,mobile_app,search,8.770931892231713
68.80803398002058,3,28,5,Saturday,9,casual,Android,web,deep_link,29.188615732502228
47.65606264418046,12,74,15,Wednesday,8,new,iOS,web,push_notification,13.825213552599918
100.42582046022751,22,27,7,Thursday,7,casual,iOS,tablet_app,search,60.828095243052914
97.9489192873947,8,12,18,Thursday,9,new,Android,tablet_app,search,41.593455521721864
41.47097267461226,24,66,19,Tuesday,6,casual,iOS,web,organic,29.921597068086474
114.58343043302067,18,38,18,Wednesday,6,casual,Android,mobile_app,deep_link,70.62680901439087
38.45555138611364,18,8,12,Monday,5,casual,iOS,tablet_app,search,45.05926747851319
64.23156986164717,28,62,7,Thursday,7,power_user,iOS,web,organic,63.59882613763513
34.43598541527432,12,18,22,Friday,0,casual,iOS,web,push_notification,28.96727026815545
112.64501055563078,10,78,4,Friday,5,regular,Android,web,push_notification,36.55516638556358
23.929899021932087,29,74,11,Sunday,4,regular,Android,web,deep_link,33.645051928420116
10.164721230117834,16,33,10,Monday,9,regular,Android,mobile_app,search,25.43777318878562
55.03616190034936,18,50,17,Saturday,0,casual,iOS,mobile_app,deep_link,36.049503131296355
119.12318986642126,8,51,13,Saturday,6,power_user,Android,tablet_app,deep_link,60.11070988175801
107.5428856193151,6,58,19,Thursday,1,new,Android,tablet_app,organic,30.93321504594006
91.08992223754916,5,6,22,Tuesday,8,casual,iOS,tablet_app,organic,44.08848296480873
107.44113645103036,6,29,9,Wednesday,8,power_user,iOS,tablet_app,push_notification,59.140356271311724
107.74636356525427,5,15,20,Friday,2,casual,Android,tablet_app,organic,45.16589026124269
64.66871144444164,22,62,4,Sunday,8,regular,Android,mobile_app,deep_link,44.949292650726626
41.33184096054119,1,6,21,Friday,4,new,Android,tablet_app,search,13.076455173045124
93.78142969276362,18,46,4,Thursday,9,regular,Android,web,search,59.361242028503
81.09104526429252,28,65,20,Friday,7,power_user,iOS,tablet_app,search,72.22903435865176
47.97063882047666,22,85,9,Monday,0,regular,Android,web,push_notification,26.3845688031859
15.863666827074256,12,25,23,Friday,2,regular,iOS,mobile_app,search,17.750291400685356
90.88080530513798,1,0,3,Monday,4,power_user,Android,web,push_notification,55.44729024882149
35.18295933112944,25,65,11,Sunday,2,casual,iOS,mobile_app,deep_link,39.09571358547072
112.73351231138462,0,0,21,Sunday,1,casual,iOS,tablet_app,search,45.979274501568256
32.71161612565375,20,5,1,Thursday,9,new,Android,web,search,36.532138594115025
19.117162227320893,20,89,6,Wednesday,8,regular,Android,mobile_app,deep_link,18.556396940420843
100.57795729436421,5,77,2,Saturday,4,regular,Android,web,organic,25.315486516435257
22.627696411816814,22,63,7,Friday,2,power_user,Android,web,deep_link,44.44132276914081
25.615855438139995,5,75,9,Friday,1,regular,iOS,mobile_app,deep_link,1.2860158255421243
73.929021024897,6,6,14,Thursday,9,new,Android,mobile_app,deep_link,30.55905095051133
105.57463469630841,24,8,6,Tuesday,3,regular,iOS,web,organic,80.6792742811054
27.589986557175923,29,27,3,Monday,0,power_user,Android,mobile_app,organic,59.064331578584095
40.6872223835109,7,2,4,Tuesday,3,new,Android,tablet_app,deep_link,27.677403849080115
94.40155639773542,27,79,22,Thursday,4,casual,iOS,mobile_app,push_notification,54.4505421565824
116.76003899701125,27,5,22,Wednesday,6,power_user,iOS,tablet_app,search,102.60316145632467
62.585236413269364,23,48,5,Thursday,3,casual,iOS,tablet_app,push_notification,48.31586362023856
21.54821279339384,4,76,4,Tuesday,9,power_user,Android,mobile_app,search,5.2858354004170955
6.602673086443177,8,66,1,Sunday,6,regular,iOS,mobile_app,push_notification,1.9127618321854776
31.410443449868353,20,21,23,Wednesday,9,regular,iOS,tablet_app,deep_link,44.29913744222128
20.15955504544992,29,42,16,Saturday,3,regular,Android,mobile_app,organic,37.570467323587174
82.9307474654786,24,49,18,Wednesday,6,regular,iOS,mobile_app,deep_link,61.80943318569068
19.01073803228108,12,69,6,Thursday,3,power_user,iOS,web,organic,20.298365920668306
63.227942136372796,7,38,15,Friday,6,power_user,Android,web,search,41.1760251690711
84.84018009893194,28,25,1,Tuesday,7,casual,iOS,web,push_notification,69.99640575028033
71.82841006040377,8,71,16,Tuesday,3,power_user,iOS,mobile_app,search,36.197628452436874
27.974199940906626,10,79,13,Wednesday,9,regular,Android,tablet_app,deep_link,15.307724491905363
97.47432051096021,28,44,7,Saturday,8,regular,iOS,web,search,69.08194485000108
87.2718199058172,16,2,17,Tuesday,8,casual,Android,web,push_notification,58.36904245257499
89.9831604502873,7,45,15,Thursday,2,casual,Android,web,push_notification,36.393048010447686
20.071641429091024,0,80,10,Friday,7,regular,Android,mobile_app,organic,1.0
19.23168741978963,12,89,4,Friday,1,casual,Android,web,organic,1.259999957955232
111.66969336574837,29,36,0,Thursday,1,casual,iOS,web,search,89.95897481682937
50.72149228986817,12,13,22,Monday,9,power_user,iOS,web,search,53.952206774472444
39.60909955480807,20,51,6,Monday,1,casual,iOS,web,organic,35.83285990507084
61.18716521542633,7,74,7,Thursday,8,regular,Android,web,search,17.993041821334245
81.22938446781198,23,85,16,Saturday,4,new,iOS,tablet_app,push_notification,32.82364810458702
114.89667456040154,23,4,6,Monday,3,new,Android,tablet_app,deep_link,73.44424139260924
37.94131609143633,18,26,9,Sunday,0,power_user,Android,mobile_app,push_notification,52.58034720761985
111.35296937088312,23,42,17,Friday,6,new,Android,web,deep_link,64.47191309508455
7.858841509419476,17,8,14,Monday,7,power_user,Android,web,organic,44.458167771462755
68.84777486758483,11,79,15,Wednesday,4,power_user,iOS,web,organic,35.17456020644686
77.90713784332479,22,10,0,Tuesday,8,casual,iOS,mobile_app,organic,61.080743352671526
17.17820143133663,25,59,10,Sunday,3,power_user,Android,mobile_app,organic,41.4619229732149
21.13905366234995,25,82,11,Thursday,5,casual,Android,web,search,25.61576099068344
53.19814672137494,6,61,15,Wednesday,2,power_user,iOS,mobile_app,search,31.162532115316857
116.1166698964659,20,68,3,Tuesday,5,new,Android,web,organic,47.51858053506584
73.54489362195288,0,23,3,Thursday,1,casual,Android,mobile_app,organic,26.148498966222675
112.2976704840243,17,74,18,Monday,4,casual,iOS,tablet_app,deep_link,46.09082265520668
97.50150529549164,17,37,16,Tuesday,5,power_user,Android,web,deep_link,71.51074955148141
58.748884178858525,10,5,19,Tuesday,5,new,iOS,mobile_app,push_notification,32.135707830462216
95.24779666400156,29,32,6,Friday,4,power_user,iOS,mobile_app,deep_link,94.84516713717606
7.05123015735359,26,31,23,Friday,6,new,Android,tablet_app,search,26.839156232526285
17.55155962805952,1,46,6,Thursday,5,casual,Android,mobile_app,search,1.0
100.38429071151468,6,23,15,Monday,2,regular,Android,mobile_app,deep_link,50.3833854936233
96.6339651573936,6,41,3,Wednesday,2,new,Android,tablet_app,organic,26.820771237404475
31.753685326139873,26,38,22,Saturday,6,casual,iOS,mobile_app,organic,41.1736173810347
66.03850291889115,15,29,7,Tuesday,9,power_user,Android,mobile_app,deep_link,55.81576918675234
74.69181938050126,21,62,19,Tuesday,7,power_user,Android,web,organic,56.864567076873634
104.78997968424129,24,27,7,Monday,6,new,iOS,mobile_app,push_notification,64.03723836702196
74.35732309395345,23,68,18,Saturday,9,regular,Android,web,deep_link,55.64699492919695
52.445730466473236,2,22,10,Monday,8,regular,Android,mobile_app,push_notification,21.2848138801678
48.03116499182601,4,77,1,Friday,5,new,iOS,web,search,1.0
53.97643993295364,11,32,4,Sunday,1,regular,Android,web,organic,35.106253482321605
79.97206794169703,10,3,16,Friday,6,regular,Android,mobile_app,organic,46.002416655690524
104.76142265151736,22,13,4,Wednesday,6,regular,Android,mobile_app,push_notification,79.54083153352593
57.19814143877447,4,72,6,Tuesday,2,casual,iOS,tablet_app,push_notification,1.3184471316001671
33.50154973940619,11,78,13,Monday,8,casual,Android,web,search,10.927033122505696
32.216171744721834,7,19,6,Tuesday,8,regular,iOS,tablet_app,deep_link,22.00410630379992
90.79164222799633,5,54,3,Sunday,3,regular,Android,web,search,33.254309530852574
98.90540779374969,5,51,14,Tuesday,4,new,iOS,tablet_app,search,21.737903344181355
17.10697918322437,5,12,16,Monday,1,new,iOS,tablet_app,push_notification,6.493512129511421
12.654268549845488,16,40,17,Saturday,1,regular,Android,tablet_app,organic,26.432984300805984
73.35987133199195,12,62,22,Wednesday,2,power_user,Android,web,search,40.512604106694994
21.809923082160303,13,87,2,Wednesday,3,new,Android,tablet_app,organic,1.0
99.83638190247925,14,76,10,Saturday,2,new,Android,web,deep_link,35.5803473670454
40.68848750126856,22,8,5,Thursday,1,power_user,Android,tablet_app,deep_link,64.23367745691866
21.545272291681403,25,21,21,Sunday,4,regular,iOS,mobile_app,deep_link,34.66430207383428
110.91160433605678,15,39,12,Thursday,6,power_user,Android,mobile_app,search,80.4339703714452
24.03614811455699,19,13,2,Friday,3,power_user,iOS,mobile_app,search,52.192949921790294
37.74280946886259,22,51,16,Sunday,5,power_user,Android,web,deep_link,51.93325776858337
22.66554044708674,20,0,1,Thursday,2,new,Android,tablet_app,deep_link,33.820284168855615
18.28135732151582,4,10,6,Tuesday,7,casual,Android,tablet_app,organic,3.363452140121227
7.432021878690604,29,4,17,Sunday,6,new,Android,tablet_app,push_notification,44.50905802710233
11.370472053889912,4,26,12,Tuesday,9,new,iOS,tablet_app,deep_link,1.0
25.08376915762306,12,68,18,Monday,0,power_user,Android,tablet_app,push_notification,25.081200286874257
11.13892225212517,19,15,13,Friday,8,regular,Android,tablet_app,deep_link,34.07096408466779
72.98153885276169,12,88,20,Sunday,3,new,iOS,mobile_app,organic,17.463792747128373
83.28217058194323,7,24,13,Monday,0,new,iOS,tablet_app,search,28.1253845164357
50.26750253568325,27,4,1,Saturday,6,new,Android,web,search,59.496751256328494
41.568976149485685,2,30,1,Saturday,1,casual,iOS,tablet_app,deep_link,5.479884782234749
63.02051725755646,7,67,18,Sunday,1,casual,Android,mobile_app,deep_link,25.913269317048943
105.62556835697998,29,9,0,Wednesday,9,casual,Android,mobile_app,organic,94.92099620023353
102.8801370845537,21,6,9,Tuesday,2,power_user,Android,mobile_app,organic,93.59920296842078
9.999632131471074,2,76,0,Thursday,5,new,iOS,web,push_notification,1.0
25.87231710360027,22,53,7,Monday,2,regular,Android,mobile_app,push_notification,32.46845922938873
32.225660177005544,29,30,14,Saturday,1,casual,iOS,mobile_app,deep_link,52.83972424666466
33.67957122070436,2,68,4,Friday,0,casual,Android,web,search,1.0
70.69175495041887,12,75,11,Thursday,0,power_user,iOS,tablet_app,push_notification,31.785873040063663
52.87017895586711,14,32,23,Thursday,4,power_user,Android,web,organic,55.11247794548493
10.664223791673308,3,50,1,Friday,4,new,Android,tablet_app,deep_link,1.0
47.965625922850734,6,0,1,Thursday,0,casual,iOS,web,deep_link,28.045224384690833
65.23158910252828,5,27,6,Saturday,3,new,Android,web,deep_link,15.579306483021137
16.692268833927336,5,53,19,Sunday,2,casual,iOS,web,deep_link,1.0
100.84773368568436,12,17,9,Sunday,5,regular,iOS,web,push_notification,51.04393834227995
10.97561464348699,13,89,15,Friday,9,casual,iOS,web,organic,3.2431096941756934
111.35681493707715,7,87,0,Saturday,6,casual,Android,tablet_app,organic,22.927835623942048
16.398011281685683,8,23,17,Wednesday,9,casual,iOS,tablet_app,push_notification,14.74994342833432
102.01111943374157,5,35,1,Monday,1,casual,iOS,mobile_app,organic,34.20782770848804
108.80511155167596,23,17,17,Wednesday,2,casual,Android,web,organic,66.90187911817276
117.65062826745816,6,45,3,Sunday,7,casual,iOS,tablet_app,search,45.032849226736836
97.23297623146325,27,11,20,Monday,3,regular,iOS,mobile_app,organic,80.19109325868116
94.63991718870282,16,35,7,Thursday,8,new,iOS,mobile_app,search,51.72781784989529
78.88557673948799,24,49,4,Tuesday,4,new,iOS,tablet_app,deep_link,42.95000698651601
94.58458077648483,19,55,8,Thursday,2,regular,iOS,mobile_app,deep_link,51.825916405961735
20.473503967511913,7,53,0,Tuesday,8,regular,iOS,mobile_app,search,1.0
66.64782413397829,18,19,3,Saturday,5,casual,Android,tablet_app,search,39.12956958311567
64.13563007189767,8,71,14,Saturday,8,new,iOS,mobile_app,push_notification,21.046117873662375
103.62079657409411,3,62,7,Saturday,4,regular,Android,tablet_app,organic,42.52451072808616
58.221927043254325,7,67,8,Friday,1,casual,Android,tablet_app,deep_link,14.306038740809521
49.28529205154065,8,42,19,Tuesday,6,regular,iOS,tablet_app,search,21.60688737403696
78.54977619226766,4,80,2,Thursday,1,new,Android,web,push_notification,7.276890312201581
35.6432815125973,0,35,9,Monday,6,new,iOS,web,organic,3.888396516227557
21.07336725970504,28,72,4,Wednesday,4,regular,Android,mobile_app,push_notification,32.31459631468282
59.955886512730764,15,18,11,Thursday,7,casual,Android,mobile_app,push_notification,43.551707006779914
52.942277388411775,12,22,7,Friday,8,regular,Android,tablet_app,search,39.11950872819909
31.745543160820475,27,47,1,Monday,4,regular,iOS,web,push_notification,42.338560248955325
47.263858163239725,6,50,1,Saturday,8,casual,Android,tablet_app,search,12.137675908332469
47.13513173001845,12,67,20,Thursday,1,new,iOS,tablet_app,search,13.273996614592175
42.66198990744273,25,26,1,Sunday,1,new,Android,tablet_app,search,37.568799349233615
